PSS_SCHOOL_ID,PSS_INST,LoGrade,HiGrade,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_FIPS,PSS_ZIP5,PSS_PHONE,PSS_SCH_DAYS,PSS_STU_DAY_HRS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_1,PSS_ENROLL_2,PSS_ENROLL_3,PSS_ENROLL_4,PSS_ENROLL_5,PSS_ENROLL_6,PSS_ENROLL_7,PSS_ENROLL_8,PSS_ENROLL_9,PSS_ENROLL_10,PSS_ENROLL_11,PSS_ENROLL_12,PSS_ENROLL_T,PSS_ENROLL_TK12,PSS_RACE_AI,PSS_RACE_AS,PSS_RACE_H,PSS_RACE_B,PSS_RACE_W,PSS_RACE_P,PSS_RACE_2,PSS_FTE_TEACH,PSS_LOCALE,PSS_COED,PSS_TYPE,PSS_LEVEL,PSS_RELIG,PSS_COMM_TYPE,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,P_PACISL_PCT,P_TWOMORE_PCT,PSS_STDTCH_RT,PSS_ORIENT,PSS_COUNTY_NAME,PSS_ASSOC_1,PSS_ASSOC_2,PSS_ASSOC_3,PSS_ASSOC_4,PSS_ASSOC_5,PSS_ASSOC_6,PSS_ASSOC_7,PSS_ASSOC_8
A0970785,CREME DE LA CREME,2,4,2349 MEADOW CHURCH RD,DULUTH,13135,135,GA,13,30097,6783894403,180,8,Yes,,24,12,,,,,,,,,,,,,36,12,0,1,1,1,9,0,0,1,21,1,7,1,3,2,0,8.33,8.33,8.33,75,0,0,12,30,GWINNETT,This school does not belong to ANY associations or organizations,,,,,,,
A0970786,CREME DE LA CREME,2,4,4669 ROSWELL RD,ATLANTA,13121,121,GA,13,30342,4042564488,183,7,Yes,,28,18,,,,,,,,,,,,,46,18,0,2,1,4,10,0,1,2,12,1,7,1,3,1,0,11.11,5.56,22.22,55.56,0,5.56,9,30,FULTON,This school does not belong to ANY associations or organizations,,,,,,,
00299019,CRESTWOOD CHRISTIAN ACADEMY,9,17,734 SENOIA RD,TYRONE,13113,113,GA,13,30290,7704874852,180,6.5,Yes,,,,,,,2,,,1,1,1,2,2,1,10,10,0,0,0,6,4,0,0,3.3,21,1,1,3,2,2,0,0,0,60,40,0,0,3.03,5,FAYETTE,Accelerated Christian Education (ACE) or (School of Tomorrow),American Association of Christian Schools (AACS),,,,,,
00297022,CRISP ACADEMY,2,17,150 CRISP ACADEMY DR,CORDELE,13081,081,GA,13,31015,2292736330,180,7.25,Yes,,18,12,12,18,17,19,17,25,18,20,20,20,22,15,253,235,0,2,0,0,232,0,1,20.1,42,1,1,3,2,4,0,0.85,0,0,98.72,0,0.43,11.69,8,CRISP,State or regional independent school association,Other school association(s),,,,,,
A1501259,CRISTO REY ATLANTA JESUIT HIGH SCHOOL,14,15,680 W PEACHTREE ST NW,ATLANTA,13121,121,GA,13,30308,4046372800,205,8,Yes,,,,,,,,,,,,138,140,,,278,278,11,5,86,119,16,3,38,14.5,11,1,3,2,1,1,3.96,1.8,30.94,42.81,5.76,1.08,13.67,19.17,1,FULTON,Jesuit Secondary Education Association (JSEA),Other school association(s),,,,,,
A9901473,CROSS OF LIFE MONTESSORI SCHOOL,2,3,1000 HEMBREE RD,ROSWELL,13121,121,GA,13,30076,7704753812,180,6.25,Yes,,28,5,,,,,,,,,,,,,33,5,0,1,0,0,4,0,0,2.1,13,1,2,1,2,1,0,20,0,0,80,0,0,2.38,21,FULTON,Evangelical Lutheran Education Association (ELEA),Association Montessori International,Other school association(s),,,,,
A9901496,CROSSPOINTE CHRISTIAN ACADEMY,2,17,5224 HOLLONVILLE RD,WILLIAMSON,13231,231,GA,13,30292,7704126000,178,7.25,Yes,,10,11,7,8,7,9,10,15,22,14,20,20,19,20,192,182,0,0,1,7,172,0,2,28.5,42,1,1,3,2,4,0,0,0.55,3.85,94.51,0,1.1,6.39,8,PIKE,Other religious school association(s),,,,,,,
BB160827,CROSSPOINTE CHRISTIAN ACADEMY,2,17,5224 HOLLONVILLE RD,WILLIAMSON,13231,231,GA,13,30292,7704126000,175,7.25,Yes,,10,11,8,8,7,9,13,15,22,15,20,20,20,20,198,188,0,1,1,6,176,1,3,27.4,42,1,1,3,2,4,0,0.53,0.53,3.19,93.62,0.53,1.6,6.86,8,PIKE,Other religious school association(s),,,,,,,
A9701247,CROSSROADS BAPTIST SCHOOL,2,10,3001 COUNTRY CLUB DR,VALDOSTA,13185,185,GA,13,31602,2292411430,180,6.5,Yes,,20,63,39,20,21,25,15,,,,,,,,203,183,0,0,3,3,177,0,0,15.5,13,1,1,1,2,1,0,0,1.64,1.64,96.72,0,0,11.81,5,LOWNDES,This school does not belong to ANY associations or organizations,,,,,,,
A9300308,CROSSROADS CHRISTIAN SCHOOL,3,13,305 ARROWOOD RD,TYRONE,13113,113,GA,13,30290,7704870677,180,6,No,,,5,8,7,6,4,6,9,5,7,,,,,57,57,0,5,0,1,49,0,2,9.5,21,1,6,1,2,2,0,8.77,0,1.75,85.96,0,3.51,6,8,FAYETTE,Other religious school association(s),,,,,,,
A9102144,CUMBERLAND CHRISTIAN ACADEMY PK-12,2,17,2356 CLAY RD,AUSTELL,13067,067,GA,13,30106,6784261600,180,7.5,Yes,,49,30,32,44,35,34,29,32,35,38,29,36,38,22,483,434,4,25,0,131,202,0,72,50,21,1,1,3,2,2,0.92,5.76,0,30.18,46.54,0,16.59,8.68,8,COBB,Association of Christian Schools International (ACSI),,,,,,,
A9300319,DAR UN-NOOR SCHOOL,2,14,434 14TH ST NW,ATLANTA,13121,121,GA,13,30318,4048765051,180,7,Yes,,20,25,27,14,21,20,19,20,16,18,4,,,,204,184,0,3,0,20,0,0,161,25,11,1,1,3,2,1,0,1.63,0,10.87,0,0,87.5,7.36,17,FULTON,Other school association(s),,,,,,,
00297372,DARLINGTON SCHOOL,2,17,1014 CAVE SPRING RD SW,ROME,13115,115,GA,13,30161,7062360410,170,7.33,Yes,,16,21,21,21,29,28,46,43,39,60,100,112,124,118,778,762,0,60,22,42,520,0,118,78.4,13,1,1,3,2,1,0,7.87,2.89,5.51,68.24,0,15.49,9.72,8,FLOYD,National Association of Independent Schools (NAIS),The Association of Boarding Schools (TABS),,,,,,
00298558,DAVID EMANUEL ACADEMY,2,17,PO BOX 400,STILLMORE,13107,107,GA,13,30464,9125624405,175,6.62,Yes,,25,20,16,18,8,13,20,8,20,12,16,10,21,25,232,207,0,1,2,4,196,0,4,18,42,1,1,3,2,4,0,0.48,0.97,1.93,94.69,0,1.93,11.5,8,EMANUEL,State or regional independent school association,,,,,,,
A9501455,DAVIS ACADEMY,3,13,8105 ROBERTS DR,ATLANTA,13121,121,GA,13,30350,7706710085,180,7.33,Yes,,,73,55,51,74,48,63,67,71,58,,,,,560,560,0,0,0,0,560,0,0,83.5,12,1,1,1,2,1,0,0,0,0,100,0,0,6.71,18,FULTON,The Jewish Community Day School Association,Other religious school association(s),National Association of Independent Schools (NAIS),State or regional independent school association,Other school association(s),,,
A0901299,DAWSON CHRISTIAN ACADEMY,2,16,77 HUGH STOWERS RD,DAWSONVILLE,13085,085,GA,13,30534,7062657990,180,6.25,Yes,,4,4,2,4,5,6,7,7,6,3,7,4,9,,68,64,0,0,2,3,59,0,0,10.4,41,1,6,3,2,4,0,0,3.13,4.69,92.19,0,0,6.15,8,DAWSON,Accelerated Christian Education (ACE) or (School of Tomorrow),State or regional independent school association,,,,,,
A9901477,DECATUR ADVENTIST JR ACADEMY,2,13,2584 YOUNG RD,STONE MOUNTAIN,13089,089,GA,13,30088,7708082188,,8.25,Yes,,,8,4,8,8,8,10,14,6,12,,,,,81,78,0,0,0,78,0,0,0,7,21,1,3,1,2,2,0,0,0,100,0,0,0,11.14,28,DEKALB,Other religious school association(s),National Association of Private Special Education Centers (NAPSEC),,,,,,
K9301795,DECATUR FIRST UMC WEEKDAY CHILDRENS MINISTRIES,2,3,300 E PONCE DE LEON AVE,DECATUR,13089,089,GA,13,30030,4043775784,171,4,Yes,,116,15,,,,,,,,,,,,,131,15,0,0,0,0,15,0,0,20.6,21,1,7,1,2,2,0,0,0,0,100,0,0,0.73,25,DEKALB,Other religious school association(s),National Association for the Education of Young Children (NAEYC),,,,,,
K9301796,DECATUR PRESBYTERIAN CHILDREN'S COMMUNITY,2,3,205 SYCAMORE ST,DECATUR,13089,089,GA,13,30030,4043781770,168,5,Yes,,158,17,,,,,,,,,,,,,175,17,0,0,0,1,16,0,0,2.8,21,1,7,1,2,2,0,0,0,5.88,94.12,0,0,6.07,27,DEKALB,This school does not belong to ANY associations or organizations,,,,,,,
01610183,DEERFIELD-WINDSOR SCHOOL,2,17,PO BOX 71149,ALBANY,13095,095,GA,13,31708,2294351301,176,7,Yes,,18,31,38,40,48,44,43,60,65,66,68,64,73,69,727,709,0,46,7,40,610,0,6,63.9,13,1,1,3,3,1,0,6.49,0.99,5.64,86.04,0,0.85,11.1,30,DOUGHERTY,National Association of Independent Schools (NAIS),Other school association(s),,,,,,
A0970793,DESTINY ACADEMY,2,3,1775 WATER PL SE,ATLANTA,13067,067,GA,13,30339,7705099010,228,7,Yes,,70,5,,,,,,,,,,,,,75,5,0,0,2,3,0,0,0,1,13,1,7,1,2,1,0,0,40,60,0,0,0,5,8,COBB,National Association for the Education of Young Children (NAEYC),,,,,,,
A0501407,DESTINY CHRISTIAN ACADEMY,2,10,7400 FACTORY SHOALS RD,AUSTELL,13067,067,GA,13,30168,7709480200,180,7,Yes,,34,17,15,14,17,9,8,,,,,,,,114,80,0,0,0,80,0,0,0,7,21,1,1,1,2,2,0,0,0,100,0,0,0,11.43,8,COBB,This school does not belong to ANY associations or organizations,,,,,,,
A0901300,DEVEREUX ACKERMAN ACADEMY,9,17,1291 STANLEY RD NW,KENNESAW,13067,067,GA,13,30152,7704270147,,,Yes,,,,,,,2,5,8,9,15,26,25,10,4,104,104,0,0,5,60,33,0,6,13.9,21,1,,3,3,2,0,0,4.81,57.69,31.73,0,5.77,7.48,30,COBB,This school does not belong to ANY associations or organizations,,,,,,,
A0970796,DISCOVERY MONTESSORI ACADEMY,2,10,1453 E CLEVELAND AVE,EAST POINT,13121,121,GA,13,30344,4047675005,178,7,Yes,,35,15,5,3,2,3,2,,,,,,,,65,30,0,1,0,16,13,0,0,3,21,1,2,1,3,2,0,3.33,0,53.33,43.33,0,0,10,30,FULTON,Association Montessori International,,,,,,,
A9901478,DOMINION CHRISTIAN HIGH SCHOOL,11,17,4607 BURNT HICKORY RD NW,MARIETTA,13067,067,GA,13,30064,7704202153,180,7.25,No,,,,,,,,,22,27,38,14,50,47,27,225,225,0,42,4,29,140,0,10,20.4,21,1,1,3,2,2,0,18.67,1.78,12.89,62.22,0,4.44,11.03,8,COBB,Association of Christian Schools International (ACSI),,,,,,,
00299471,DOUGLASVILLE SDA ELEMENTARY SCHOOL,3,13,2836 BRIGHT STAR RD,DOUGLASVILLE,13097,097,GA,13,30134,7709496734,180,7,Yes,,,2,2,2,1,1,2,1,2,3,,,,,16,16,1,0,0,7,8,0,0,2,21,1,1,1,2,2,6.25,0,0,43.75,50,0,0,8,28,DOUGLAS,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,
A1501273,DOWNTOWN ACADEMY,3,8,165 PULASKI ST,ATHENS,13059,059,GA,13,30601,7063538996,174,7,Yes,,,9,11,12,13,,,,,,,,,,45,45,0,0,1,39,3,0,2,1.5,12,1,1,1,2,1,0,0,2.22,86.67,6.67,0,4.44,30,8,CLARKE,Association of Christian Schools International (ACSI),Other religious school association(s),,,,,,
00299369,DUBLIN MENNONITE SCHOOL,6,15,737 BEN HALL LAKE RD,EAST DUBLIN,13175,175,GA,13,31027,4782750207,170,6,Yes,1,,,7,3,5,2,2,2,3,4,2,1,,,32,32,0,0,2,0,30,0,0,3,42,1,1,3,2,4,0,0,6.25,0,93.75,0,0,10.67,24,LAURENS,,,,,,,,
00299416,DULUTH ADVENTIST CHRISTIAN SCHOOL,2,13,2959 DULUTH HIGHWAY 120,DULUTH,13135,135,GA,13,30096,7704978607,175,6.75,No,,12,11,11,17,14,10,13,17,22,18,,,,,145,133,0,51,26,36,9,0,11,8,21,1,1,1,2,2,0,38.35,19.55,27.07,6.77,0,8.27,16.63,28,GWINNETT,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,
A0501405,DULUTH MONTESSORI SCHOOL,2,13,2997 MAIN ST,DULUTH,13135,135,GA,13,30096,7704769307,175,7,No,,50,49,6,10,6,7,7,5,5,2,,,,,147,97,,,,,,,,7.8,21,1,2,1,3,2,,,,,,,,12.44,30,GWINNETT,Association Montessori International,,,,,,,
A0970801,DUNWOODY CHRISTIAN ACADEMY,2,3,5067 CHAMBLEE DUNWOODY RD,ATLANTA,13089,089,GA,13,30338,7703353050,180,6.5,Yes,,26,27,,,,,,,,,,,,,53,27,0,8,3,4,12,0,0,4.6,21,1,7,1,2,2,0,29.63,11.11,14.81,44.44,0,0,5.87,8,DEKALB,This school does not belong to ANY associations or organizations,,,,,,,
A9300311,EAST COBB CHRISTIAN SCHOOL,3,13,4616 ROSWELL RD,MARIETTA,13067,067,GA,13,30062,7705650881,180,6.5,Yes,,,16,24,14,18,15,10,10,9,11,,,,,127,127,0,3,2,2,120,0,0,13,21,1,1,1,2,2,0,2.36,1.57,1.57,94.49,0,0,9.77,27,COBB,Christian Schools International (CSI),,,,,,,
A1100824,EASTGATE LIFE ACADEMY,2,17,PO BOX 770,HIAWASSEE,13281,281,GA,13,30546,7068969208,180,6.5,Yes,,2,1,,4,1,3,3,2,3,3,6,1,4,5,38,36,0,0,0,0,36,0,0,6,43,1,1,3,2,4,0,0,0,0,100,0,0,6,8,TOWNS,Accelerated Christian Education (ACE) or (School of Tomorrow),,,,,,,
01929063,EASTSIDE CHRISTIAN SCHOOL,3,13,2450 LOWER ROSWELL RD,MARIETTA,13067,067,GA,13,30068,7709712332,180,7.5,Yes,,,40,47,35,42,32,50,44,38,27,,,,,355,355,0,10,10,31,300,0,4,38.4,21,1,1,1,2,2,0,2.82,2.82,8.73,84.51,0,1.13,9.24,8,COBB,Association of Christian Schools International (ACSI),Southern Baptist Association of Christian Schools (SBACS),,,,,,
A0102881,EATON ACADEMY,6,17,1000 OLD ROSWELL LAKES PKWY STE 110,ROSWELL,13121,121,GA,13,30076,7706452673,180,6.67,No,,,,2,3,5,2,4,3,6,6,3,7,14,11,66,66,0,2,3,5,56,0,0,35.8,13,1,1,3,3,1,0,3.03,4.55,7.58,84.85,0,0,1.84,30,FULTON,This school does not belong to ANY associations or organizations,,,,,,,
A1592050,EDUCATION PLAY STATION,2,7,127 SUMMER ST,ADAIRSVILLE,13015,015,GA,13,30103,7708779105,180,4.5,No,,5,3,2,2,,,,,,,,,,,12,7,0,0,0,0,7,0,0,2,32,1,6,1,3,3,0,0,0,0,100,0,0,3.5,30,BARTOW,This school does not belong to ANY associations or organizations,,,,,,,
A0102884,EVANGEL TEMPLE CHRISTIAN ACADEMY,7,17,2230 REX RD,MORROW,13063,063,GA,13,30260,4043662331,180,8,Yes,,,,,2,,,,3,,2,1,3,1,3,15,15,0,4,0,10,1,0,0,2,21,1,1,3,2,2,0,26.67,0,66.67,6.67,0,0,7.5,26,CLAYTON,Accelerated Christian Education (ACE) or (School of Tomorrow),,,,,,,
A0901304,EVANS CHRISTIAN ACADEMY,11,17,PO BOX 3085,EVANS,13073,073,GA,13,30809,7063643565,180,7,Yes,,,,,,,,,4,1,4,5,6,7,3,30,30,0,3,3,6,18,0,0,9,21,1,1,3,3,2,0,10,10,20,60,0,0,3.33,30,COLUMBIA,State or regional independent school association,,,,,,,
A0970811,EXCELL PREPARATORY CENTER,2,6,5105 SALEM RD,LITHONIA,13089,089,GA,13,30038,7703225210,180,7,Yes,,35,30,9,,,,,,,,,,,,74,39,0,0,1,38,0,0,0,3,21,1,1,1,2,2,0,0,2.56,97.44,0,0,0,13,8,DEKALB,Association of Christian Schools International (ACSI),Other school association(s),,,,,,
A0307404,EXCELLENT MONTESSORI SCHOOL,3,10,1828 STEPHENSON RD,LITHONIA,13089,089,GA,13,30058,6785260160,220,7,Yes,,,50,10,5,2,3,1,,,,,,,,71,71,0,1,1,49,5,0,15,9,41,1,2,1,3,4,0,1.41,1.41,69.01,7.04,0,21.13,7.89,30,DEKALB,Other Montessori association(s),,,,,,,
A0700718,FAITH CHRISTIAN ACADEMY,3,17,PO BOX 638,CHATSWORTH,13213,213,GA,13,30705,7064229322,180,7.5,No,,,1,2,2,1,2,3,1,1,1,3,1,3,4,25,25,0,0,0,0,25,0,0,3.4,41,1,1,3,2,4,0,0,0,0,100,0,0,7.35,5,MURRAY,American Association of Christian Schools (AACS),,,,,,,
A0970813,FAITH CHRISTIAN ACADEMY,2,17,726 GA HIGHWAY 24 S,WAYNESBORO,13033,033,GA,13,30830,7065541577,180,7,Yes,,22,13,10,10,10,10,15,10,12,12,9,4,1,6,144,122,0,0,0,8,112,0,2,12,41,1,1,3,2,4,0,0,0,6.56,91.8,0,1.64,10.17,8,BURKE,Association of Christian Schools International (ACSI),,,,,,,
A9102124,FAITH CHRISTIAN ACADEMY,2,17,2664 HIGHWAY 197,MOUNT AIRY,13137,137,GA,13,30563,7067783360,178,7.17,Yes,,3,2,2,3,4,4,5,5,,2,,1,1,3,35,32,0,0,1,1,30,0,0,6.8,41,1,1,3,2,4,0,0,3.13,3.13,93.75,0,0,4.71,8,HABERSHAM,This school does not belong to ANY associations or organizations,,,,,,,
A0901307,FAITH CHRISTIAN ACADEMY OF GRIFFIN,2,17,PO BOX 824,WILLIAMSON,13255,255,GA,13,30292,7702277383,180,6,Yes,19,2,,3,1,7,7,1,8,7,7,11,8,9,17,107,105,0,1,0,34,67,3,0,14.1,21,1,1,3,2,2,0,0.95,0,32.38,63.81,2.86,0,7.45,8,SPALDING,This school does not belong to ANY associations or organizations,,,,,,,
A1501287,"FAITH CHRISTIAN ACADEMY OF GRIFFIN, INC.",2,17,501 W BROAD ST,GRIFFIN,13255,255,GA,13,30223,7702277383,180,6,Yes,20,2,,3,1,7,7,1,8,7,7,11,8,9,16,107,105,,,,,,,,14.1,21,1,1,3,2,2,,,,,,,,7.45,8,SPALDING,This school does not belong to ANY associations or organizations,,,,,,,
A1100828,FAITH CHRISTIAN SCHOOL OF PELHAM,3,17,1900 TAYLOR RD,PELHAM,13131,131,GA,13,31779,2292947487,180,6,Yes,,,1,1,,,,2,,,1,,,1,1,7,7,0,0,0,0,7,0,0,1.9,42,1,1,3,2,4,0,0,0,0,100,0,0,3.68,24,GRADY,This school does not belong to ANY associations or organizations,,,,,,,
00296415,FAITH LUTHERAN SCHOOL,2,13,2111 LOWER ROSWELL RD,MARIETTA,13067,067,GA,13,30068,7709738921,178,7.25,Yes,,66,19,14,10,10,10,11,8,17,13,,,,,178,112,0,8,7,15,76,1,5,11.4,21,1,1,1,2,2,0,7.14,6.25,13.39,67.86,0.89,4.46,9.82,20,COBB,This school does not belong to ANY associations or organizations,,,,,,,
A1302592,FAITH TABERNACLE CHRISTIAN ACADEMY,7,17,1584 GA HIGHWAY 46,SOPERTON,13283,283,GA,13,30457,4782782742,177,7,Yes,,,,,1,5,1,2,,2,,2,2,,2,17,17,0,0,1,3,13,0,0,2.8,42,1,6,3,2,4,0,0,5.88,17.65,76.47,0,0,6.07,26,TREUTLEN,Accelerated Christian Education (ACE) or (School of Tomorrow),,,,,,,
A1501291,FANNIN CHRISTIAN LEARNING CENTER,1,1,2324 E FIRST ST,BLUE RIDGE,13111,111,GA,13,30513,7062583940,180,6.42,Yes,50,,,,,,,,,,,,,,,50,50,0,0,2,0,48,0,0,2,42,1,3,3,2,4,0,0,4,0,96,0,0,25,8,FANNIN,Other school association(s),,,,,,,
A0970816,FAR HORIZONS MONTESSORI,6,8,PO BOX 71273,ALBANY,13095,095,GA,13,31721,2294380192,180,7,Yes,25,,,5,5,3,,,,,,,,,,38,38,0,0,0,10,28,0,0,2,13,1,2,1,3,1,0,0,0,26.32,73.68,0,0,19,30,DOUGHERTY,This school does not belong to ANY associations or organizations,,,,,,,
A0301205,FAVOR CHRISTIAN ACADEMY,2,13,PO BOX 1096 507 N BROAD ST OR,THOMASVILLE,13275,275,GA,13,31799,2292285381,188,7,Yes,,25,7,15,10,12,10,6,6,8,4,,,,,103,78,0,0,0,70,2,0,6,7.4,32,1,1,1,2,3,0,0,0,89.74,2.56,0,7.69,10.54,8,THOMAS,Association of Christian Teachers and Schools (ACTS),Christian Schools International (CSI),,,,,,
A9706021,FAYETTE MONTESSORI SCHOOL,2,11,190 WEATHERLY DR,FAYETTEVILLE,13113,113,GA,13,30214,7704606790,180,6.5,Yes,,21,9,8,8,3,2,6,4,,,,,,,61,40,0,5,2,13,18,0,2,3.5,21,1,2,1,3,2,0,12.5,5,32.5,45,0,5,11.43,30,FAYETTE,Association Montessori International,Other Montessori association(s),State or regional independent school association,,,,,
A1501292,FIRST ACADEMY CHRISTIAN SCHOOL,2,10,PO BOX 790,DOUGLAS,13069,069,GA,13,31534,9127205961,180,6.83,Yes,,32,13,19,15,9,10,5,,,,,,,,103,71,0,0,0,0,71,0,0,9.3,33,1,1,1,2,3,0,0,0,0,100,0,0,7.63,5,COFFEE,Other school association(s),,,,,,,
A1190038,FIRST BAPTIST CHURCH KINDERGARTEN,2,3,3500 WALTON WAY EXT,AUGUSTA,13245,245,GA,13,30909,7067315366,180,4,Yes,,174,44,,,,,,,,,,,,,218,44,0,0,0,1,43,0,0,2,12,1,7,1,2,1,0,0,0,2.27,97.73,0,0,22,5,RICHMOND,This school does not belong to ANY associations or organizations,,,,,,,
K9301837,FIRST BAPTIST CHURCH PRESCHOOL & KINDERGARTEN,2,3,PO BOX 569,QUITMAN,13027,027,GA,13,31643,2292639390,175,6.5,No,,24,6,,,,,,,,,,,,,30,6,0,0,0,1,5,0,0,1.9,32,1,7,1,2,3,0,0,0,16.67,83.33,0,0,3.16,5,BROOKS,This school does not belong to ANY associations or organizations,,,,,,,
A0970818,FIRST BAPTIST PRESCHOOL & KINDERGARTEN,2,3,15 W WASHINGTON ST,NEWNAN,13077,077,GA,13,30263,6784239431,180,5,Yes,,30,12,,,,,,,,,,,,,42,12,0,0,0,0,12,0,0,2,21,1,7,1,2,2,0,0,0,0,100,0,0,6,5,COWETA,This school does not belong to ANY associations or organizations,,,,,,,
A1501293,FIRST BAPTIST`EARLY LEARNING CENTER,2,3,2100 HIGHWAY 138 NE,CONYERS,13247,247,GA,13,30013,7704838700,167,4.5,Yes,,53,6,,,,,,,,,,,,,59,6,0,0,1,1,3,0,1,2.1,21,1,7,1,2,2,0,0,16.67,16.67,50,0,16.67,2.86,5,ROCKDALE,This school does not belong to ANY associations or organizations,,,,,,,
A0970820,FIRST CHRISTIAN ACADEMY,2,10,PO BOX 1390,RICHMOND HILL,13029,029,GA,13,31324,9127563407,180,6.58,Yes,,101,10,11,8,10,4,3,,,,,,,,147,46,0,2,5,7,28,0,4,8,21,1,1,1,2,2,0,4.35,10.87,15.22,60.87,0,8.7,5.75,5,BRYAN,Association of Christian Schools International (ACSI),,,,,,,
A9102155,FIRST PRESBYTERIAN CHRISTIAN ACADEMY,2,17,308 E COURT ST,HINESVILLE,13179,179,GA,13,31313,9128760441,180,7.33,Yes,,37,15,19,12,13,17,14,14,24,14,15,16,26,14,250,213,0,12,10,45,121,0,25,19.5,13,1,1,3,2,1,0,5.63,4.69,21.13,56.81,0,11.74,10.92,27,LIBERTY,State or regional independent school association,,,,,,,
A0102889,FIRST PRESBYTERIAN DAY SCHOOL,2,17,5671 CALVIN DR,MACON,13021,021,GA,13,31210,4784776505,180,6.92,Yes,,42,50,27,39,55,45,69,69,74,101,98,101,94,97,961,919,0,16,9,56,831,0,7,78.9,12,1,1,3,2,1,0,1.74,0.98,6.09,90.42,0,0.76,11.65,27,BIBB,State or regional independent school association,,,,,,,
A9501468,FIRST PRESBYTERIAN MONTESSORI PRESCHOOL & KDGN,2,3,120 BROAD ST,LAGRANGE,13285,285,GA,13,30240,7068128513,170,4.5,Yes,,20,12,,,,,,,,,,,,,32,12,0,2,0,1,9,0,0,4.3,32,1,2,1,2,3,0,16.67,0,8.33,75,0,0,2.79,27,TROUP,Other school association(s),,,,,,,
A1501294,FIRST UNITED METHODIST WEEKDAY MINISTRY,2,3,56 WHITLOCK AVE NW,MARIETTA,13067,067,GA,13,30064,7704297800,162,4,Yes,,171,8,,,,,,,,,,,,,179,8,0,0,0,0,8,0,0,1.3,13,1,7,1,2,1,0,0,0,0,100,0,0,6.15,25,COBB,Other religious school association(s),,,,,,,
A1100830,FLAT CREEK CHRISTIAN ACADEMY,7,17,2 FRANK RD,NASHVILLE,13019,019,GA,13,31639,2295999975,180,7,Yes,,,,,2,2,3,1,,1,3,2,,2,1,17,17,1,0,0,1,14,0,1,2.3,42,1,1,3,2,4,5.88,0,0,5.88,82.35,0,5.88,7.39,5,BERRIEN,Accelerated Christian Education (ACE) or (School of Tomorrow),Other school association(s),,,,,,
A0901311,FOUNDATIONS FOR THE FUTURE,2,11,1500 STANLEY RD NW,KENNESAW,13067,067,GA,13,30152,7704294799,180,6.5,Yes,,150,10,8,2,4,5,2,1,,,,,,,182,32,0,1,4,8,19,0,0,3.4,21,1,1,1,3,2,0,3.13,12.5,25,59.38,0,0,9.41,30,COBB,State or regional independent school association,Other school association(s),,,,,,
00297441,FREDERICA ACADEMY,2,17,200 MURRAY WAY,SAINT SIMONS ISLAND,13127,127,GA,13,31522,9126389861,176,7.08,Yes,,17,22,17,14,24,22,19,37,40,36,42,40,38,31,399,382,0,0,11,48,323,0,0,60.6,31,1,1,3,3,3,0,0,2.88,12.57,84.55,0,0,6.3,30,GLYNN,National Association of Independent Schools (NAIS),State or regional independent school association,,,,,,
A9300314,FRIENDS SCHOOL OF ATLANTA,2,13,862 COLUMBIA DR,DECATUR,13089,089,GA,13,30030,4043738746,179,7.42,Yes,,3,10,14,16,17,22,14,32,21,23,,,,,172,169,1,11,8,60,89,0,0,27.9,21,1,1,1,3,2,0.59,6.51,4.73,35.5,52.66,0,0,6.06,30,DEKALB,Other school association(s),,,,,,,
A1100833,FRIENDSHIP CHRISTIAN SCHOOL,2,17,3160 OLD ATLANTA RD,SUWANEE,13117,117,GA,13,30024,6788450418,180,7,Yes,,74,27,16,16,14,15,16,20,11,15,25,23,13,20,305,231,0,31,2,7,190,1,0,34.5,21,1,1,3,2,2,0,13.42,0.87,3.03,82.25,0.43,0,6.7,8,FORSYTH,Association of Christian Schools International (ACSI),Other special emphasis association(s),,,,,,
A1100834,FUGEES ACADEMY,12,17,PO BOX 388,SCOTTDALE,13089,089,GA,13,30079,6783580547,180,9,No,,,,,,,,,,21,21,14,7,5,4,72,72,0,23,0,29,10,0,10,6.3,21,1,1,2,3,2,0,31.94,0,40.28,13.89,0,13.89,11.43,30,DEKALB,State or regional independent school association,,,,,,,
00296674,FULLINGTON ACADEMY,2,17,PO BOX B,PINEHURST,13093,093,GA,13,31070,2296453383,180,7.08,Yes,,23,21,10,18,23,18,22,16,16,20,23,17,22,29,278,255,0,6,0,3,246,0,0,23.3,42,1,1,3,2,4,0,2.35,0,1.18,96.47,0,0,10.94,8,DOOLY,Other special emphasis association(s),Other school association(s),,,,,,
A0301209,FURTAH PREPARATORY SCHOOL,9,17,5496 HIGHWAY 92,ACWORTH,13057,057,GA,13,30102,6785746488,180,7,Yes,,,,,,,3,4,,5,5,12,11,19,16,75,75,0,5,7,9,54,0,0,12,21,1,4,3,3,2,0,6.67,9.33,12,72,0,0,6.25,30,CHEROKEE,Other association(s) for exceptional children,,,,,,,
