PSS_SCHOOL_ID,PSS_INST,LoGrade,HiGrade,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_FIPS,PSS_ZIP5,PSS_PHONE,PSS_SCH_DAYS,PSS_STU_DAY_HRS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_1,PSS_ENROLL_2,PSS_ENROLL_3,PSS_ENROLL_4,PSS_ENROLL_5,PSS_ENROLL_6,PSS_ENROLL_7,PSS_ENROLL_8,PSS_ENROLL_9,PSS_ENROLL_10,PSS_ENROLL_11,PSS_ENROLL_12,PSS_ENROLL_T,PSS_ENROLL_TK12,PSS_RACE_AI,PSS_RACE_AS,PSS_RACE_H,PSS_RACE_B,PSS_RACE_W,PSS_RACE_P,PSS_RACE_2,PSS_FTE_TEACH,PSS_LOCALE,PSS_COED,PSS_TYPE,PSS_LEVEL,PSS_RELIG,PSS_COMM_TYPE,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,P_PACISL_PCT,P_TWOMORE_PCT,PSS_STDTCH_RT,PSS_ORIENT,PSS_COUNTY_NAME,PSS_ASSOC_1,PSS_ASSOC_2,PSS_ASSOC_3,PSS_ASSOC_4,PSS_ASSOC_5,PSS_ASSOC_6,PSS_ASSOC_7,PSS_ASSOC_8
00296914,BRIARWOOD ACADEMY,2,17,4859 THOMSON HWY,WARRENTON,13301,301,GA,13,30828,7065955641,180,8.5,Yes,,18,23,25,17,16,23,33,19,19,33,16,29,20,28,319,301,0,0,0,1,299,1,0,30.9,42,1,1,3,3,4,0,0,0,0.33,99.34,0.33,0,9.74,30,WARREN,Other school association(s),,,,,,,
A0102866,BRIDGEWAY CHRISTIAN ACADEMY,2,13,4755 KIMBALL BRIDGE RD,ALPHARETTA,13121,121,GA,13,30005,7707511972,180,7,Yes,1,20,22,21,12,21,13,15,19,19,26,,,,,189,169,1,16,7,15,120,0,10,18.4,21,1,1,1,2,2,0.59,9.47,4.14,8.88,71.01,0,5.92,9.18,8,FULTON,Association of Christian Schools International (ACSI),Other school association(s),,,,,,
A9701302,BRIGHT BEGINNINGS PRESCHOOL,2,3,680 TOM BREWER RD,LOGANVILLE,13297,297,GA,13,30052,7704662770,135,4,Yes,,161,25,,,,,,,,,,,,,186,25,0,0,0,0,24,0,1,1.8,21,1,7,1,2,2,0,0,0,0,96,0,4,13.89,5,WALTON,Association of Christian Schools International (ACSI),,,,,,,
A1301003,BRIGHT FUTURES ACADEMY,11,17,1300 JOSEPH E BOONE BLVD NW,ATLANTA,13121,121,GA,13,30314,4045647751,182,8,Yes,,,,,,,,,10,10,8,6,5,4,5,48,48,0,0,0,48,0,0,0,7.1,11,1,1,3,2,1,0,0,0,100,0,0,0,6.76,10,FULTON,Association of Christian Schools International (ACSI),,,,,,,
00297394,BROOKSTONE SCHOOL,2,17,440 BRADLEY PARK DR,COLUMBUS,13215,215,GA,13,31904,7063241392,180,7,Yes,15,32,42,36,44,44,42,44,57,48,59,83,85,77,81,789,757,0,38,7,42,634,0,36,120,12,1,1,3,3,1,0,5.02,0.92,5.55,83.75,0,4.76,6.31,30,MUSCOGEE,National Association of Independent Schools (NAIS),State or regional independent school association,,,,,,
A0901280,BROOKWOOD CHRISTIAN LANGUAGE SCHOOL,10,17,4728 WOOD ST,ACWORTH,13067,067,GA,13,30101,6784015855,180,6,Yes,,,,,,,,4,5,8,8,7,7,6,7,52,52,3,1,2,5,35,3,3,10.6,21,1,4,3,2,2,5.77,1.92,3.85,9.62,67.31,5.77,5.77,4.91,8,COBB,This school does not belong to ANY associations or organizations,,,,,,,
00299256,BRUNSWICK CHRISTIAN ACADEMY,2,17,4231 US HIGHWAY 17 N,BRUNSWICK,13127,127,GA,13,31525,9122644546,180,7,Yes,,24,8,12,12,15,12,12,12,14,16,13,22,9,12,193,169,0,0,7,68,94,0,0,16.3,23,1,1,3,2,2,0,0,4.14,40.24,55.62,0,0,10.37,5,GLYNN,Other school association(s),,,,,,,
00296619,BULLOCH ACADEMY,2,17,873 WESTSIDE RD,STATESBORO,13031,031,GA,13,30458,9127646297,178,6.92,Yes,,66,40,37,31,38,27,35,28,32,40,38,45,34,38,529,463,0,14,2,8,439,0,0,35.3,41,1,3,3,2,4,0,3.02,0.43,1.73,94.82,0,0,13.12,8,BULLOCH,Other school association(s),,,,,,,
A0970755,BURNS MEMORIAL UMC PRESCHOOL,2,3,2372 LUMPKIN RD,AUGUSTA,13245,245,GA,13,30906,7067989843,180,7,No,,8,2,,,,,,,,,,,,,10,2,0,0,0,0,2,0,0,1,12,1,7,1,2,1,0,0,0,0,100,0,0,2,8,RICHMOND,This school does not belong to ANY associations or organizations,,,,,,,
A0102868,BUTLER CHRISTIAN ACADEMY,2,17,707 LITTLE NECK RD,SAVANNAH,13051,051,GA,13,31419,9129210088,180,6.75,Yes,,15,14,8,9,7,5,13,8,9,6,6,7,5,9,121,106,0,3,1,6,96,0,0,9.4,41,1,1,3,2,4,0,2.83,0.94,5.66,90.57,0,0,11.28,10,CHATHAM,This school does not belong to ANY associations or organizations,,,,,,,
AA000178,BYNE CHRISTIAN SCHOOL,2,17,2832 LEDO RD,ALBANY,13095,095,GA,13,31707,2294360173,180,6.75,Yes,,10,13,15,8,15,15,8,9,11,13,15,10,10,13,165,155,0,3,4,29,115,0,4,13.1,13,1,1,3,2,1,0,1.94,2.58,18.71,74.19,0,2.58,11.83,5,DOUGHERTY,American Association of Christian Schools (AACS),Other religious school association(s),,,,,,
A9701253,BYRON CHRISTIAN ACADEMY,8,17,70 BURNETT RD,BYRON,13225,225,GA,13,31008,4789563503,180,7,Yes,,,,,,1,2,1,,2,7,1,2,1,1,18,18,0,0,1,0,17,0,0,2.8,41,1,1,3,2,4,0,0,5.56,0,94.44,0,0,6.43,8,PEACH,Accelerated Christian Education (ACE) or (School of Tomorrow),Other school association(s),,,,,,
A1100809,CALVARY BAPTIST ACADEMY,2,17,4364 UPPER RIVER RD,GRAY,13169,169,GA,13,31032,4789865780,180,7,Yes,,1,1,2,1,1,2,1,2,2,,,,1,2,16,15,0,0,0,1,14,0,0,3.6,41,1,1,3,2,4,0,0,0,6.67,93.33,0,0,4.17,5,JONES,American Association of Christian Schools (AACS),,,,,,,
A0501403,CALVARY CHAPEL CHRISTIAN SCHOOL,3,10,1969 MCDANIELS BRIDGE RD SW,LILBURN,13135,135,GA,13,30047,7707362828,180,6.5,No,,,8,15,16,13,15,11,,,,,,,,78,78,0,4,6,33,33,2,0,7,21,1,1,1,2,2,0,5.13,7.69,42.31,42.31,2.56,0,11.14,8,GWINNETT,Association of Christian Schools International (ACSI),,,,,,,
01929416,CALVARY CHRISTIAN SCHOOL,2,17,7556 OLD MOON RD,COLUMBUS,13215,215,GA,13,31909,7063230467,180,7.25,Yes,,89,39,43,45,29,50,37,61,59,50,50,47,51,42,692,603,0,9,15,66,483,0,30,49.4,12,1,1,3,2,1,0,1.49,2.49,10.95,80.1,0,4.98,12.21,5,MUSCOGEE,Association of Christian Schools International (ACSI),Other school association(s),,,,,,
00298693,CALVARY DAY SCHOOL,2,17,4625 WATERS AVE,SAVANNAH,13051,051,GA,13,31404,9126445080,180,6.67,Yes,,40,32,34,18,37,31,36,39,62,60,84,86,78,84,721,681,0,15,19,66,581,0,0,85.5,12,1,1,3,2,1,0,2.2,2.79,9.69,85.32,0,0,7.96,5,CHATHAM,Southern Baptist Association of Christian Schools (SBACS),,,,,,,
01929369,CAMBRIDGE ACADEMY,3,13,2780 FLAT SHOALS RD,DECATUR,13089,089,GA,13,30034,4042411321,186,7,Yes,,,15,8,8,10,10,8,,6,5,,,,,70,70,0,0,0,70,0,0,0,7,21,1,1,1,3,2,0,0,0,100,0,0,0,10,30,DEKALB,Other school association(s),,,,,,,
A9303096,CANAANLAND CHRISTIAN SCHOOL,3,17,7624 HIGHWAY 225 S,CHATSWORTH,13213,213,GA,13,30705,7066297430,180,5.5,Yes,,,5,1,3,5,3,3,5,2,2,5,5,3,4,46,46,0,0,1,0,45,0,0,6.1,41,1,1,3,2,4,0,0,2.17,0,97.83,0,0,7.54,5,MURRAY,Accelerated Christian Education (ACE) or (School of Tomorrow),Other school association(s),,,,,,
A1501237,CARLISLE MONTESSORI SCHOOL OF BUCKHEAD,2,3,1036 LINDBERGH DR NE,ATLANTA,13121,121,GA,13,30324,4049490053,180,9.5,No,20,11,2,,,,,,,,,,,,,33,22,,,,,,,,2.6,11,1,2,1,3,1,,,,,,,,8.46,30,FULTON,Association Montessori International,,,,,,,
A1301006,CARMAN ADVENTIST SCHOOL,2,13,1330 COBB PKWY N,MARIETTA,13067,067,GA,13,30062,7704240606,180,6.75,Yes,,2,12,10,7,17,11,7,12,8,9,,,,,95,93,0,4,24,36,29,0,0,6,13,1,1,1,2,1,0,4.3,25.81,38.71,31.18,0,0,15.5,28,COBB,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,
A9901467,CAROLYN BARRON MONTESSORI SCHOOL,2,3,195 JACKSON ST,NEWNAN,13077,077,GA,13,30263,7702532135,180,6.5,Yes,54,14,6,,,,,,,,,,,,,74,60,0,2,1,2,53,2,0,6,21,1,2,1,3,2,0,3.33,1.67,3.33,88.33,3.33,0,10,30,COWETA,Other Montessori association(s),,,,,,,
A0970761,CARRINGTON ACADEMY WINDERMERE,2,6,4410 FRONT NINE DR,CUMMING,13117,117,GA,13,30041,7708888011,180,6.5,Yes,,220,23,2,,,,,,,,,,,,245,25,0,3,2,0,20,0,0,1.6,21,1,1,1,3,2,0,12,8,0,80,0,0,15.63,30,FORSYTH,This school does not belong to ANY associations or organizations,,,,,,,
A9501442,CASA DEI BAMBINI MONTESSORI SCHOOL,2,11,150 POWERS FERRY RD SE,MARIETTA,13067,067,GA,13,30067,7709732731,180,7.5,No,,60,25,10,9,9,4,5,6,,,,,,,128,68,0,44,10,4,10,0,0,7,13,1,2,1,3,1,0,64.71,14.71,5.88,14.71,0,0,9.71,30,COBB,Association Montessori International,,,,,,,
A1301009,CEDAR CHRISTIAN SCHOOL,3,16,625 WEST AVE,CEDARTOWN,13233,233,GA,13,30125,7707480077,180,7.25,Yes,,,1,1,2,1,1,2,2,1,3,1,,2,,17,17,0,1,1,1,14,0,0,4.5,32,1,1,3,2,3,0,5.88,5.88,5.88,82.35,0,0,3.78,28,POLK,This school does not belong to ANY associations or organizations,,,,,,,
A0700695,CELEBRATION ACADEMY,2,3,5560 THOMPSON MILL RD,HOSCHTON,13139,139,GA,13,30548,7709659367,161,4,No,,199,19,,,,,,,,,,,,,218,19,0,0,10,0,9,0,0,2,21,1,7,1,2,2,0,0,52.63,0,47.37,0,0,9.5,5,HALL,This school does not belong to ANY associations or organizations,,,,,,,
A0990047,CENTER ACADEMY SMYRNA,9,17,3499 S COBB DR SE,SMYRNA,13067,067,GA,13,30080,4043331616,180,6,Yes,,,,,,,2,3,8,8,7,4,5,4,9,50,50,0,0,1,40,9,0,0,4.9,21,1,4,3,3,2,0,0,2,80,18,0,0,10.2,30,COBB,State or regional independent school association,National Independent Private School Association (NIPSA),Other school association(s),,,,,
A1100811,CHAMBLEE METHODIST KINDERGARTEN,2,3,4147 CHAMBLEE DUNWOODY RD,CHAMBLEE,13089,089,GA,13,30341,7704572527,158,5.25,Yes,,135,16,,,,,,,,,,,,,151,16,0,0,0,0,16,0,0,2.8,21,1,7,1,2,2,0,0,0,0,100,0,0,5.71,25,DEKALB,National Association for the Education of Young Children (NAEYC),Other special emphasis association(s),,,,,,
A1501240,CHAMPIONS ACADEMY,8,14,5014 STONE MOUNTAIN HWY STE F,LILBURN,13135,135,GA,13,30047,6783680063,180,7.25,No,,,,,,1,,4,4,,,2,,,,11,11,0,0,0,11,0,0,0,1,21,3,1,3,3,2,0,0,0,100,0,0,0,11,30,GWINNETT,This school does not belong to ANY associations or organizations,,,,,,,
A0301188,CHANDLER ACADEMY,3,13,13580 HOPEWELL RD,ALPHARETTA,13121,121,GA,13,30004,7703460509,190,6.5,No,,,5,5,5,5,5,5,5,5,5,,,,,45,45,0,0,0,0,45,0,0,5,21,1,1,1,3,2,0,0,0,0,100,0,0,9,30,FULTON,This school does not belong to ANY associations or organizations,,,,,,,
A0901293,CHAPEL HILL CHRISTIAN SCHOOL,2,10,5357 CHAPEL HILL RD,DOUGLASVILLE,13097,097,GA,13,30135,7702930777,180,6.5,Yes,,80,25,22,23,15,9,5,,,,,,,,179,99,0,1,6,71,19,1,1,13,21,1,1,1,2,2,0,1.01,6.06,71.72,19.19,1.01,1.01,7.62,4,DOUGLAS,This school does not belong to ANY associations or organizations,,,,,,,
A9102249,CHARLES HENRY TERRELL ACADEMY,2,17,1336 CONKLIN AVENUE,AUGUSTA,13245,245,GA,13,30901,7067366216,195,10.5,No,,2,2,4,3,1,2,3,4,,1,2,2,2,2,30,28,0,0,0,28,0,0,0,8.6,12,1,3,3,2,1,0,0,0,100,0,0,0,3.26,8,RICHMOND,This school does not belong to ANY associations or organizations,,,,,,,
01928988,CHATHAM ACADEMY,7,17,4 OGLETHORPE PROFESSIONAL BLVD,SAVANNAH,13051,051,GA,13,31406,9123544047,180,6.17,Yes,,,,,2,2,8,5,9,8,7,11,9,5,12,78,78,1,1,1,19,55,1,0,11,12,1,4,3,3,1,1.28,1.28,1.28,24.36,70.51,1.28,0,7.09,30,CHATHAM,Other association(s) for exceptional children,Other school association(s),,,,,,
A0700696,CHATTAHOOCHEE CHRISTIAN SCHOOL,3,13,PO BOX 254,CLERMONT,13139,139,GA,13,30527,7709839433,180,7.17,Yes,,,8,7,5,9,6,3,10,6,3,,,,,57,57,0,0,2,2,53,0,0,9.8,41,1,1,1,2,4,0,0,3.51,3.51,92.98,0,0,5.82,5,HALL,Other school association(s),,,,,,,
AA890256,CHEROKEE CHRISTIAN SCHOOLS,3,17,3075 TRICKUM RD,WOODSTOCK,13057,057,GA,13,30188,6784945464,180,8.5,Yes,,,20,16,33,27,40,29,31,38,32,27,16,17,22,348,348,4,10,10,2,299,0,23,36.4,21,1,1,3,2,2,1.15,2.87,2.87,0.57,85.92,0,6.61,9.56,8,CHEROKEE,This school does not belong to ANY associations or organizations,,,,,,,
A1100812,CHEROKEE ROSE ELEMENTARY SCHOOL,3,14,4347 BETHANY BOWERSVILLE RD,CANON,13147,147,GA,13,30520,7062457771,180,6.75,No,,,3,1,5,1,3,4,6,2,4,3,,,,32,32,0,0,0,0,32,0,0,4.1,42,1,1,3,2,4,0,0,0,0,100,0,0,7.8,24,HART,This school does not belong to ANY associations or organizations,,,,,,,
A0102921,CHILDCARE NETWORK #232,2,3,3615 WHEELER RD,AUGUSTA,13245,245,GA,13,30909,7064344061,180,8,Yes,,100,13,,,,,,,,,,,,,113,13,0,3,0,9,1,0,0,1,12,1,7,1,3,1,0,23.08,0,69.23,7.69,0,0,13,30,RICHMOND,This school does not belong to ANY associations or organizations,,,,,,,
A0901287,CHILDREN FOR CHRIST ACADEMY,2,11,2637 PANOLA RD,LITHONIA,13089,089,GA,13,30058,7703226370,180,7,Yes,,40,15,12,4,4,3,2,1,,,,,,,81,41,0,0,0,40,1,0,0,4,21,1,1,1,3,2,0,0,0,97.56,2.44,0,0,10.25,30,DEKALB,Other school association(s),,,,,,,
A0901289,CHILDREN TODAY MONTESSORI LEARNING CENTER,2,3,10465 JONES BRIDGE RD,ALPHARETTA,13121,121,GA,13,30022,7708178200,235,8,Yes,,92,12,,,,,,,,,,,,,104,12,0,1,6,0,4,0,1,3,21,1,2,1,3,2,0,8.33,50,0,33.33,0,8.33,4,30,FULTON,American Montessori Society (AMS),Association Montessori International,,,,,,
BB160863,CHOSEN GENERATION CHRISTIAN ACADEMY,2,7,3800 BIG MILLER GROVE WAY,LITHONIA,13089,089,GA,13,30038,7703221414,180,7.5,No,,4,3,1,1,,,,,,,,,,,9,5,,,,,,,,2,21,1,1,1,2,2,,,,,,,,2.5,8,DEKALB,Other school association(s),,,,,,,
00296007,CHRIST THE KING SCHOOL,3,13,46 PEACHTREE WAY NE,ATLANTA,13121,121,GA,13,30305,4042330383,180,7.08,Yes,,,84,66,69,61,69,61,66,41,48,,,,,565,565,0,12,49,8,479,0,17,36,11,1,1,1,1,1,0,2.12,8.67,1.42,84.78,0,3.01,15.69,1,FULTON,National Catholic Educational Association (NCEA),State or regional independent school association,Other school association(s),,,,,
A9901469,CHRIST UNITED METHODIST SCHOOL,2,10,511 RUSSELL PKWY,WARNER ROBINS,13153,153,GA,13,31088,4789232867,181,6,No,,103,26,29,26,20,13,20,,,,,,,,237,134,0,5,0,5,121,0,3,10.3,13,1,1,1,2,1,0,3.73,0,3.73,90.3,0,2.24,13.01,25,HOUSTON,This school does not belong to ANY associations or organizations,,,,,,,
A0501404,CHRISTIAN FELLOWSHIP ACADEMY,2,10,621 WALNUT ST,WARNER ROBINS,13153,153,GA,13,31093,4789750808,180,7,Yes,,48,15,13,21,8,5,4,,,,,,,,114,66,0,0,0,66,0,0,0,12.3,13,1,1,1,2,1,0,0,0,100,0,0,0,5.37,8,HOUSTON,Other religious school association(s),,,,,,,
00298638,CITIZENS CHRISTIAN ACADEMY,2,17,PO BOX 1064,DOUGLAS,13069,069,GA,13,31534,9123848862,180,7,Yes,,25,15,16,20,9,9,17,16,23,25,25,18,21,15,254,229,0,0,3,0,226,0,0,23.8,33,1,3,3,3,3,0,0,1.31,0,98.69,0,0,9.62,30,COFFEE,This school does not belong to ANY associations or organizations,,,,,,,
A0700698,CITY OF KNOWLEDGE ISLAMIC SCHOOL,2,16,4255 LAWRENCEVILLE HWY NW,LILBURN,13135,135,GA,13,30047,7706381899,180,7.5,Yes,,19,8,7,2,11,7,8,11,,8,1,2,1,,85,66,0,43,0,6,12,0,5,13.6,21,1,1,3,2,2,0,65.15,0,9.09,18.18,0,7.58,4.85,17,GWINNETT,This school does not belong to ANY associations or organizations,,,,,,,
A9102112,CLEARVIEW MENNONITE SCHOOL,6,13,713 MENNONITE SCHOOL RD,MONTEZUMA,13193,193,GA,13,31063,4784725797,160,6,Yes,,,,3,5,5,1,5,3,3,8,,,,,33,33,0,0,0,0,33,0,0,4,41,1,1,1,2,4,0,0,0,0,100,0,0,8.25,24,MACON,,,,,,,,
A0901313,CLEARVIEW MINNONITE SCHOOL,3,13,1339 TOM ADAMS RD,MONTEZUMA,13193,193,GA,13,31063,4784725797,165,6,Yes,,,5,3,5,5,1,5,3,3,8,,,,,38,38,0,0,0,0,38,0,0,4,41,1,1,1,2,4,0,0,0,0,100,0,0,9.5,24,MACON,This school does not belong to ANY associations or organizations,,,,,,,
A0990048,CLEARWATER ACADEMY,1,1,PO BOX 3513,PEACHTREE CITY,13113,113,GA,13,30269,7706313650,174,7.25,Yes,22,,,,,,,,,,,,,,,22,22,0,1,1,3,17,0,0,9.3,21,1,4,3,3,2,0,4.55,4.55,13.64,77.27,0,0,2.37,30,FAYETTE,This school does not belong to ANY associations or organizations,,,,,,,
A0301192,CLIFF VALLEY SCHOOL,2,13,2426 CLAIRMONT RD NE,ATLANTA,13089,089,GA,13,30329,6783021302,185,7.5,Yes,,28,40,36,36,36,32,24,32,20,21,,,,,305,277,0,27,17,6,227,0,0,32.3,21,1,1,1,3,2,0,9.75,6.14,2.17,81.95,0,0,8.58,30,DEKALB,National Association of Independent Schools (NAIS),,,,,,,
A1301017,COASTAL HARBOR TREATMENT,7,17,1150 CORNELL AVE,SAVANNAH,13051,051,GA,13,31406,9126924250,241,6.5,Yes,,,,,2,4,3,7,6,11,17,22,18,5,3,98,98,0,0,56,5,31,0,6,6,12,1,6,3,3,1,0,0,57.14,5.1,31.63,0,6.12,16.33,30,CHATHAM,This school does not belong to ANY associations or organizations,,,,,,,
00298616,COLONIAL HILL CHRISTIAN SCHOOL,2,17,7131 MOUNT VERNON RD,LITHIA SPRINGS,13097,097,GA,13,30122,7709416341,176,7,Yes,,23,19,15,9,11,13,19,22,20,20,16,22,11,22,242,219,0,0,0,162,36,5,16,18.9,21,1,1,3,2,2,0,0,0,73.97,16.44,2.28,7.31,11.59,5,DOUGLAS,Association of Christian Schools International (ACSI),,,,,,,
BB160825,COLQUITT CHRISTIAN ACADEMY,2,15,2929 S MAIN ST,MOULTRIE,13071,071,GA,13,31768,2296682000,176,7.25,Yes,,3,6,6,6,3,6,2,5,2,2,1,1,,,43,40,0,0,0,0,40,0,0,6.6,41,1,1,3,2,4,0,0,0,0,100,0,0,6.06,8,COLQUITT,Association of Classical and Christian Schools,Other special emphasis association(s),Other school association(s),,,,,
A9901471,COMMUNITY CHRISTIAN,2,13,PO BOX 515,SYLVANIA,13251,251,GA,13,30467,9125640035,176,7,Yes,,12,7,10,6,,7,5,1,1,6,,,,,55,43,0,2,0,1,40,0,0,6,41,1,1,1,2,4,0,4.65,0,2.33,93.02,0,0,7.17,8,SCREVEN,This school does not belong to ANY associations or organizations,,,,,,,
A0301194,COMMUNITY CHRISTIAN ACADEMY,2,15,218 E 8TH ST,ADEL,13075,075,GA,13,31620,2292233000,165,7,Yes,,35,8,5,10,6,2,2,4,5,2,6,4,,,89,54,0,0,1,5,48,0,0,8,31,1,1,3,2,3,0,0,1.85,9.26,88.89,0,0,6.75,8,COOK,This school does not belong to ANY associations or organizations,,,,,,,
A9102137,COMMUNITY CHRISTIAN SCHOOL,2,9,152 ROLLING HILLS AVE,CANTON,13057,057,GA,13,30114,7704799535,180,6.5,Yes,,10,5,4,6,3,5,,,,,,,,,33,23,0,0,0,2,20,0,1,5.8,21,1,1,1,2,2,0,0,0,8.7,86.96,0,4.35,3.97,8,CHEROKEE,Association of Christian Schools International (ACSI),,,,,,,
A0307413,CONNECTION POINTE CHRISTIAN ACADEMY,2,12,888 E WEST CONNECTOR,AUSTELL,13067,067,GA,13,30106,7708036475,195,5.83,No,,32,30,11,9,8,7,6,3,3,,,,,,109,77,1,9,11,43,13,0,0,10.8,21,1,1,1,2,2,1.3,11.69,14.29,55.84,16.88,0,0,7.13,10,COBB,Association of Christian Schools International (ACSI),,,,,,,
A0102930,CORNERSTONE CHRISTIAN ACADEMY,3,13,5295 TRIANGLE PKWY,PEACHTREE CORNERS,13135,135,GA,13,30092,7704419222,177,6.83,Yes,,,36,38,51,38,23,33,37,31,34,,,,,321,321,7,6,13,12,268,2,13,30.8,21,1,1,1,2,2,2.18,1.87,4.05,3.74,83.49,0.62,4.05,10.42,27,GWINNETT,Other school association(s),,,,,,,
A1501252,CORNERSTONE CHRISTIAN ACADEMY,3,15,167 DAWKINS RD,ROYSTON,13119,119,GA,13,30662,7062450808,180,7,Yes,1,,1,3,3,1,3,3,2,1,3,3,2,,,26,26,0,0,2,1,22,1,0,5,41,1,1,3,2,4,0,0,7.69,3.85,84.62,3.85,0,5.2,8,FRANKLIN,Accelerated Christian Education (ACE) or (School of Tomorrow),,,,,,,
A1140006,CORNERSTONE PREPARATORY ACADEMY,3,17,3588 HICKORY GROVE ROAD,ACWORTH,13067,067,GA,13,30101,7705297077,180,7,Yes,,,18,20,26,30,36,36,50,48,54,50,38,30,30,466,466,0,4,6,30,420,0,6,35.6,21,1,3,3,2,2,0,0.86,1.29,6.44,90.13,0,1.29,13.09,8,COBB,Association of Christian Schools International (ACSI),,,,,,,
02116217,COUNTERPANE SCHOOL,2,17,PO BOX 898,FAYETTEVILLE,13113,113,GA,13,30214,7704612304,180,7,Yes,8,18,5,4,5,6,3,4,2,3,2,3,6,3,7,79,61,11,10,0,10,10,10,10,10,21,1,2,3,3,2,18.03,16.39,0,16.39,16.39,16.39,16.39,6.1,30,FAYETTE,Association Montessori International,Other special emphasis association(s),State or regional independent school association,,,,,
A9501448,COUNTRY BROOK MONTESSORI SCHOOL,2,7,2175 N NORCROSS TUCKER RD,NORCROSS,13135,135,GA,13,30071,7704462397,180,7,Yes,,37,8,4,3,,,,,,,,,,,52,15,0,5,1,6,2,0,1,4.4,21,1,2,1,3,2,0,33.33,6.67,40,13.33,0,6.67,3.41,30,GWINNETT,American Montessori Society (AMS),Other special emphasis association(s),,,,,,
A9501450,COVENANT CHRISTIAN ACADEMY,2,17,3425 LOGANVILLE HWY,LOGANVILLE,13135,135,GA,13,30052,7704667890,180,7.25,Yes,,4,14,10,7,21,8,14,17,12,18,20,19,8,20,192,188,0,6,5,59,116,0,2,19.8,21,1,1,3,2,2,0,3.19,2.66,31.38,61.7,0,1.06,9.49,8,GWINNETT,Association of Christian Schools International (ACSI),,,,,,,
A0301195,COVENANT CHRISTIAN ACADEMY,2,17,6905 POST RD,CUMMING,13117,117,GA,13,30040,7706742990,180,6.5,Yes,,5,16,20,20,21,20,21,20,21,23,20,21,20,10,258,253,0,12,17,9,211,0,4,13.8,21,1,1,3,2,2,0,4.74,6.72,3.56,83.4,0,1.58,18.33,8,FORSYTH,American Association of Christian Schools (AACS),Christian Schools International (CSI),,,,,,
01929052,COVENANT CHRISTIAN SCHOOL,2,13,3130 ATLANTA RD SE,SMYRNA,13067,067,GA,13,30080,7704351596,180,7,Yes,,24,28,32,28,26,18,21,14,5,9,,,,,205,181,0,3,3,113,62,0,0,18.4,21,1,1,1,2,2,0,1.66,1.66,62.43,34.25,0,0,9.84,27,COBB,Association of Classical and Christian Schools,,,,,,,
A1501255,COVENANT CHRISTIAN SCHOOL,3,17,PO BOX 4065,MARIETTA,13067,067,GA,13,30061,7706165928,180,7,No,,,1,1,8,4,3,4,2,2,4,7,6,14,10,66,66,0,0,5,61,0,0,0,11.9,13,1,1,3,2,1,0,0,7.58,92.42,0,0,0,5.55,8,COBB,Association of Christian Schools International (ACSI),Other school association(s),,,,,,
BB130163,COVENANT PRESCHOOL & CHILDRENS DAY OUT,2,3,3131 WALTON WAY EXT,AUGUSTA,13245,245,GA,13,30909,7067338102,165,1,Yes,,19,8,,,,,,,,,,,,,27,8,0,2,0,0,6,0,0,1,12,1,7,1,2,1,0,25,0,0,75,0,0,8,27,RICHMOND,This school does not belong to ANY associations or organizations,,,,,,,
A0301185,COVERED BRIDGE MONTESSORI SCHOOL,2,8,488 HURT RD SW,SMYRNA,13067,067,GA,13,30082,7708018292,180,7.5,Yes,,22,22,3,3,1,,,,,,,,,,51,29,0,0,0,8,21,0,0,4,21,1,2,1,3,2,0,0,0,27.59,72.41,0,0,7.25,30,COBB,American Montessori Society (AMS),,,,,,,
A0307396,CRABAPPLE MONTESSORI SCHOOL,2,9,12387 CRABAPPLE RD,ALPHARETTA,13121,121,GA,13,30004,7705695200,180,6.5,Yes,,131,15,7,4,5,2,,,,,,,,,164,33,0,4,5,1,21,0,2,2.9,13,1,2,1,3,1,0,12.12,15.15,3.03,63.64,0,6.06,11.38,30,FULTON,Association Montessori International,Other school association(s),,,,,,
A1301024,CREEKSIDE CHRISTIAN ACADEMY,2,17,175 FOSTER DR.,MCDONOUGH,13151,151,GA,13,30253,7709619300,180,7,Yes,,45,39,48,56,45,47,52,73,75,55,70,60,34,46,745,700,1,31,38,229,386,0,15,52.8,21,1,1,3,2,2,0.14,4.43,5.43,32.71,55.14,0,2.14,13.26,8,HENRY,Association of Christian Schools International (ACSI),Other school association(s),,,,,,
00298627,CREEKSIDE CHRISTIAN ACADEMY,2,17,175 FOSTER DR,MCDONOUGH,13151,151,GA,13,30253,7709619300,175,6.92,Yes,,45,41,47,55,45,45,53,74,80,56,70,63,34,46,754,709,2,32,41,222,397,0,15,48.6,21,1,1,3,2,2,0.28,4.51,5.78,31.31,55.99,0,2.12,14.59,8,HENRY,Association of Christian Schools International (ACSI),Other school association(s),,,,,,
